City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
100,Cayenne,GF,82.09,overcast clouds,4.9333,-52.3333,Hôtel Le Dronmi
102,Kaitangata,NZ,70.16,few clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
104,Butaritari,KI,81.77,few clouds,3.0707,172.7902,Isles Sunset Lodge
105,Arraial Do Cabo,BR,60.93,scattered clouds,-30.1811,-50.2056,Hotel Castelo
106,Quang Ngai,VN,75.56,overcast clouds,15.1167,108.8,Central Hotel
107,Gobabis,,61.59,scattered clouds,-22.45,18.9667,Goba Lodge
109,Edd,ER,86.67,clear sky,13.9297,41.6925,
110,Searcy,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
111,Carolina,BR,60.93,scattered clouds,-30.1811,-50.2056,Hotel Castelo
114,Lata,PT,64.81,overcast clouds,40.1629,-8.3327,Casa Maquia
115,Berbera,SO,78.71,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
117,San Patricio,MX,89.08,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
118,Eureka,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
120,Hithadhoo,MV,81.57,overcast clouds,-0.6,73.0833,Scoop Guest House
121,Bundaberg,US,60.89,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
124,Pisco,PE,70.36,broken clouds,-5.0892,-81.1144,Hotel Náutico de Paita
125,Diebougou,BF,81.55,light rain,10.9667,-3.25,Hotel Le Consulat
126,Fria,GN,69.22,light rain,10.4167,-13.5833,
128,Bengkulu,ID,77.49,overcast clouds,4.1363,96.1285,Kost Pria
129,Dunedin,NZ,70.16,few clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
131,Umiray,PH,79.72,broken clouds,15.2206,121.4111,The Chairmans Residence
132,Lagoa,PT,68.2,clear sky,39.05,-27.9833,Casa Das Faias
133,Corinth,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
135,Japura,BR,60.93,scattered clouds,-30.1811,-50.2056,Hotel Castelo
136,Coquimbo,CL,50.11,scattered clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
137,Palabuhanratu,ID,77.49,overcast clouds,4.1363,96.1285,Kost Pria
138,Labuhan,ID,77.49,overcast clouds,4.1363,96.1285,Kost Pria
139,Stornoway,GB,57.16,overcast clouds,58.2093,-6.3865,Caladh Inn
140,Sao Filipe,CV,80.08,clear sky,14.8961,-24.4956,Hotel Xaguate
141,San Quintin,MX,89.08,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
143,Kenai,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
145,Georgetown,US,53.71,few clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
146,Lorengau,PG,84.72,scattered clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
149,Elko,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
151,Garmsar,IR,70.74,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
152,Ilo,PE,70.36,broken clouds,-5.0892,-81.1144,Hotel Náutico de Paita
153,Richards Bay,ZA,59.41,clear sky,-33.9258,18.4232,Southern Sun Waterfront Cape Town
154,Kiama,US,60.89,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
156,Hamilton,US,64.87,broken clouds,37.1041,-113.5841,Best Western Plus Abbey Inn
157,Najran,SA,70.45,clear sky,17.4924,44.1277,محمد هادي ال فطيح
158,Mount Gambier,US,60.89,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
159,Hualmay,PE,70.36,broken clouds,-5.0892,-81.1144,Hotel Náutico de Paita
161,Riyadh,SA,70.45,clear sky,17.4924,44.1277,محمد هادي ال فطيح
163,Sulphur Springs,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
167,Grand Gaube,MU,74.35,broken clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
172,Bani Walid,LY,69.1,overcast clouds,31.7566,13.9942,منزل الصابر أبوفانة
174,Kampong Thum,KH,74.26,broken clouds,12.7111,104.8887,Sambor Village Hotel
176,Kaka,TM,61.95,clear sky,37.3482,59.6143,
177,Huicungo,PE,70.36,broken clouds,-5.0892,-81.1144,Hotel Náutico de Paita
178,Sinnamary,GF,82.09,overcast clouds,4.9333,-52.3333,Hôtel Le Dronmi
179,Taoudenni,ML,84.6,broken clouds,22.6783,-3.9836,
180,Cockburn Town,TC,82.04,few clouds,21.4612,-71.1419,Osprey Beach Hotel
181,Gamba,GA,76.05,overcast clouds,-2.65,10.0,
182,Morgan City,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
184,Itambacuri,BR,60.93,scattered clouds,-30.1811,-50.2056,Hotel Castelo
187,Cartagena,CO,69.21,light rain,1.9339,-77.3025,HOTEL LEIVA
188,Ceyhan,TR,66.04,broken clouds,37.0247,35.8175,Ilbeyli Kiz Ogrenci Yurdu
189,Te Anau,NZ,70.16,few clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
192,Katete,UG,63.07,light rain,-0.7818,29.7544,
193,Kahului,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
195,Beitbridge,ZW,60.53,overcast clouds,-22.2167,30.0,Beitbridge Express Hotel
196,Madimba,TZ,74.39,scattered clouds,-10.4,40.3333,
197,Saint-Philippe,RE,71.19,scattered clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
198,Ati,TD,88.75,clear sky,13.2154,18.3353,
199,Sorong,ID,77.49,overcast clouds,4.1363,96.1285,Kost Pria
200,Mogadishu,SO,78.71,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
202,Kirakira,PT,64.81,overcast clouds,40.1629,-8.3327,Casa Maquia
203,Richland,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
204,Agucadoura,PT,68.2,clear sky,39.05,-27.9833,Casa Das Faias
205,Noumea,NC,79.0,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
206,Guerrero Negro,MX,89.08,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
207,Along,IN,71.46,overcast clouds,28.1667,94.7667,Hotel West
208,Bargal,SO,78.71,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
209,Cervo,ES,64.13,broken clouds,43.6702,-7.4101,Hotel Spa Galatea
210,Lhokseumawe,ID,77.49,overcast clouds,4.1363,96.1285,Kost Pria
211,Sao Joao Da Barra,BR,60.93,scattered clouds,-30.1811,-50.2056,Hotel Castelo
212,Esperance,US,60.89,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
213,Parambu,BR,60.93,scattered clouds,-30.1811,-50.2056,Hotel Castelo
215,Cognac,FR,62.2,clear sky,45.5,-0.25,Domaine de Pladuc
217,Pangai,TO,80.76,scattered clouds,-21.2,-175.2,Keleti Beach Resort
220,Mountrath,IE,58.77,overcast clouds,52.9989,-7.4728,Conlan House
222,Dingle,IE,58.77,overcast clouds,52.9989,-7.4728,Conlan House
223,Moindou,NC,79.0,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
225,Martapura,ID,77.49,overcast clouds,4.1363,96.1285,Kost Pria
226,Tabou,CI,77.23,light rain,4.423,-7.3528,hotêl doufoulougou
227,Takikawa,JP,55.8,light rain,35.7333,140.8333,Hotel Sunrise Choshi
228,San Cristobal,EC,80.56,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
229,Mahebourg,MU,74.35,broken clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
232,Iquique,CL,50.11,scattered clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
233,Olean,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
234,Luebo,CD,70.21,moderate rain,-5.35,21.4167,
235,Puerto Escondido,MX,89.08,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
236,Westport,IE,58.77,overcast clouds,52.9989,-7.4728,Conlan House
237,Bend,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
238,Ponot,PH,79.72,broken clouds,15.2206,121.4111,The Chairmans Residence
239,Salalah,OM,77.09,few clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
240,Vao,NC,79.0,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
241,Parrita,CR,83.98,light rain,9.5201,-84.3225,Beso del Viento
244,Broken Hill,US,60.89,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
245,Miri,MY,77.31,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
246,Shimoda,JP,55.8,light rain,35.7333,140.8333,Hotel Sunrise Choshi
248,Shingu,JP,55.8,light rain,35.7333,140.8333,Hotel Sunrise Choshi
249,Dobson,NZ,70.16,few clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
250,Sungaipenuh,ID,77.49,overcast clouds,4.1363,96.1285,Kost Pria
251,Bertoua,CM,66.65,broken clouds,4.5833,13.6833,Hotel De Paris
252,Cap Malheureux,MU,74.35,broken clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
254,Hirara,JP,55.8,light rain,35.7333,140.8333,Hotel Sunrise Choshi
256,Yulara,US,60.89,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
258,Mackay,US,60.89,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
259,Ribeira Grande,PT,68.2,clear sky,39.05,-27.9833,Casa Das Faias
261,Amapa,BR,60.93,scattered clouds,-30.1811,-50.2056,Hotel Castelo
263,Praia Da Vitoria,PT,68.2,clear sky,39.05,-27.9833,Casa Das Faias
266,Marathon,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
267,Bambous Virieux,MU,74.35,broken clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
268,Laguna,BR,60.93,scattered clouds,-30.1811,-50.2056,Hotel Castelo
270,Manyana,BW,61.05,broken clouds,-23.4,21.7167,
271,Flagstaff,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
273,Celestun,MX,89.08,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
275,Rome,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
276,Los Llanos De Aridane,ES,64.13,broken clouds,43.6702,-7.4101,Hotel Spa Galatea
277,Fairbanks,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
278,Christchurch,NZ,70.16,few clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
281,Penzance,GB,57.16,overcast clouds,58.2093,-6.3865,Caladh Inn
283,Marsa Matruh,EG,70.84,scattered clouds,31.3525,27.2453,Beau Site
285,Merauke,ID,77.49,overcast clouds,4.1363,96.1285,Kost Pria
286,Saiha,IN,71.46,overcast clouds,28.1667,94.7667,Hotel West
290,Sitka,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
291,Umzimvubu,ZA,59.41,clear sky,-33.9258,18.4232,Southern Sun Waterfront Cape Town
292,Kilindoni,TZ,74.39,scattered clouds,-10.4,40.3333,
294,Wajir,KE,70.3,overcast clouds,0.0939,33.9756,Homepark motel
295,Mahibadhoo,MV,81.57,overcast clouds,-0.6,73.0833,Scoop Guest House
296,Bethel,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
297,Impfondo,CG,71.73,light rain,1.6381,18.0667,Auberge La Place de Jules
299,Gandu,BR,60.93,scattered clouds,-30.1811,-50.2056,Hotel Castelo
301,Adrar,MR,83.77,overcast clouds,20.5022,-10.0711,
305,Thinadhoo,MV,81.57,overcast clouds,-0.6,73.0833,Scoop Guest House
306,Kabare,CD,70.21,moderate rain,-5.35,21.4167,
307,Nelson Bay,US,60.89,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
308,Tamworth,US,60.89,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
309,Kumluca,TR,66.04,broken clouds,37.0247,35.8175,Ilbeyli Kiz Ogrenci Yurdu
310,Barcelos,BR,60.93,scattered clouds,-30.1811,-50.2056,Hotel Castelo
311,Coihaique,CL,50.11,scattered clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
313,Samarai,PG,84.72,scattered clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
314,Virar,IN,71.46,overcast clouds,28.1667,94.7667,Hotel West
315,Half Moon Bay,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
317,Pancas,BR,60.93,scattered clouds,-30.1811,-50.2056,Hotel Castelo
318,Sinjar,IQ,67.51,few clouds,36.3209,41.8754,زوماني فون 1
319,Luxor,EG,70.84,scattered clouds,31.3525,27.2453,Beau Site
320,Kitob,UZ,50.58,clear sky,39.0843,66.8332,KESH HOTEL
322,Simpang,ID,77.49,overcast clouds,4.1363,96.1285,Kost Pria
325,Termini Imerese,IT,64.98,few clouds,37.9837,13.6956,Hotel Piccolo
327,Rocha,UY,55.98,scattered clouds,-33.6971,-53.4616,Nuevo Hotel Plaza
329,Rolim De Moura,BR,60.93,scattered clouds,-30.1811,-50.2056,Hotel Castelo
330,Touros,BR,60.93,scattered clouds,-30.1811,-50.2056,Hotel Castelo
331,Butembo,CD,70.21,moderate rain,-5.35,21.4167,
332,Trairi,BR,60.93,scattered clouds,-30.1811,-50.2056,Hotel Castelo
335,Robinson,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
336,Upata,VE,77.76,overcast clouds,8.0086,-62.3989,Posada Villa Nela
338,Natal,BR,60.93,scattered clouds,-30.1811,-50.2056,Hotel Castelo
339,Cabo San Lucas,MX,89.08,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
340,Luderitz,,61.59,scattered clouds,-22.45,18.9667,Goba Lodge
341,Ancud,CL,50.11,scattered clouds,-53.15,-70.9167,Hotel Dreams Del Estrecho
342,Faanui,PF,75.47,few clouds,-23.1203,-134.9692,People ThankYou
343,Goundi,TD,88.75,clear sky,13.2154,18.3353,
344,Juneau,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
346,Bushehr,IR,70.74,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
347,Ledyard,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
349,Orcotuna,PE,70.36,broken clouds,-5.0892,-81.1144,Hotel Náutico de Paita
350,Saint-Joseph,RE,71.19,scattered clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
352,Astoria,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
353,Blagnac,FR,62.2,clear sky,45.5,-0.25,Domaine de Pladuc
354,Black River,JM,82.98,broken clouds,18.0264,-77.8487,Idlers' Rest Beach Hotel
355,Burhar,IN,71.46,overcast clouds,28.1667,94.7667,Hotel West
356,Carutapera,BR,60.93,scattered clouds,-30.1811,-50.2056,Hotel Castelo
358,Luba,GQ,79.38,light rain,3.4568,8.5547,
359,Plettenberg Bay,ZA,59.41,clear sky,-33.9258,18.4232,Southern Sun Waterfront Cape Town
362,Kolda,SN,79.23,scattered clouds,12.8833,-14.95,Hôtel Hobbe Chasse
363,Port Hedland,US,60.89,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
364,Airai,TL,63.81,overcast clouds,-8.9266,125.4092,Juvinal Martin
365,Traralgon,US,60.89,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
366,Gbadolite,CD,70.21,moderate rain,-5.35,21.4167,
368,Gasa,PS,69.78,scattered clouds,31.5,34.4667,رابطة الفنانين الفلسطينيين
369,Sibolga,ID,77.49,overcast clouds,4.1363,96.1285,Kost Pria
370,Ariquemes,BR,60.93,scattered clouds,-30.1811,-50.2056,Hotel Castelo
371,Sakaiminato,JP,55.8,light rain,35.7333,140.8333,Hotel Sunrise Choshi
374,Marzuq,LY,69.1,overcast clouds,31.7566,13.9942,منزل الصابر أبوفانة
375,Kutum,PH,67.64,broken clouds,7.9986,124.2928,Derogongan Residence
376,Bere,TD,88.75,clear sky,13.2154,18.3353,
377,Anchorage,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
380,Kidal,ML,84.6,broken clouds,22.6783,-3.9836,
381,Port Blair,IN,71.46,overcast clouds,28.1667,94.7667,Hotel West
382,Ocos,GT,88.3,broken clouds,14.5094,-92.1933,Auto Hotel El Soñador
384,Danielskuil,ZA,59.41,clear sky,-33.9258,18.4232,Southern Sun Waterfront Cape Town
385,Agadez,NE,86.38,overcast clouds,18.6853,12.9164,Expeditions Ténére voyages
386,Gardner,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
388,Kavieng,PG,84.72,scattered clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
389,Sawtell,US,60.89,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
390,Ouesso,CG,71.73,light rain,1.6381,18.0667,Auberge La Place de Jules
391,Bathsheba,BB,81.21,few clouds,13.2167,-59.5167,Atlantis Hotel
392,Khormuj,IR,70.74,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
393,Utiroa,KI,81.77,few clouds,3.0707,172.7902,Isles Sunset Lodge
394,Belmonte,BR,60.93,scattered clouds,-30.1811,-50.2056,Hotel Castelo
395,Hambantota,LK,80.49,overcast clouds,8.5711,81.2335,Welcombe Hotel
396,Praia,CV,80.08,clear sky,14.8961,-24.4956,Hotel Xaguate
397,Spring Hill,US,80.8,light rain,19.7297,-155.09,Hilo Hawaiian Hotel
398,Caravelas,BR,60.93,scattered clouds,-30.1811,-50.2056,Hotel Castelo
400,Tautira,PF,75.47,few clouds,-23.1203,-134.9692,People ThankYou
