City_ID,City,Country,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed
44,Sola,VU,-19.55,169.2667,80.71,overcast clouds,78,90,5.75
45,Krasnoturansk,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
46,Hobart,US,45.5234,-122.6762,60.89,broken clouds,64,75,1.99
47,Fortuna,US,19.7297,-155.09,80.8,light rain,79,90,3.44
48,Nador,MA,35.174,-2.9287,66.45,clear sky,88,0,1.14
49,Athens,US,19.7297,-155.09,80.8,light rain,79,90,3.44
50,Meulaboh,ID,4.1363,96.1285,77.49,overcast clouds,85,99,2.64
51,Bafata,GW,12.1667,-14.75,78.17,clear sky,83,9,5.08
52,Saint-Pierre,RE,-21.3393,55.4781,71.28,clear sky,70,0,5.75
53,Dargaville,NZ,-35.6167,174.5,70.16,few clouds,65,14,1.48
54,Marawi,PH,7.9986,124.2928,67.64,broken clouds,92,76,2.26
55,Namibe,AO,-15.1961,12.1522,62.67,scattered clouds,86,37,5.03
56,Trincomalee,LK,8.5711,81.2335,80.49,overcast clouds,79,97,18.39
57,Yatou,CN,38.4953,102.1739,45.07,overcast clouds,36,100,3.56
58,Tiksi,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
59,Bisoca,RO,45.5333,26.7,37.83,broken clouds,75,65,5.77
60,Castro,CL,-53.15,-70.9167,50.11,scattered clouds,53,40,29.93
61,Paita,PE,-5.0892,-81.1144,70.36,broken clouds,80,74,17.43
62,Tulum,MX,18.7333,-103.6833,89.08,clear sky,66,6,6.04
63,Busselton,US,45.5234,-122.6762,60.89,broken clouds,64,75,1.99
64,Mangaratiba,BR,-30.1811,-50.2056,60.93,scattered clouds,74,50,7.56
65,Yellowknife,CA,51.226,-58.6502,43.43,overcast clouds,95,100,25.66
66,Norman Wells,CA,51.226,-58.6502,43.43,overcast clouds,95,100,25.66
67,Bluff,NZ,-35.6167,174.5,70.16,few clouds,65,14,1.48
68,Nikolskoye,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
69,Victoria,HK,22.2855,114.1577,76.32,light rain,79,97,1.99
70,Saint George,US,37.1041,-113.5841,64.87,broken clouds,41,75,4.0
71,Hermanus,ZA,-33.9258,18.4232,59.41,clear sky,58,0,3.0
72,Mataura,PF,-23.1203,-134.9692,75.47,few clouds,72,22,20.8
73,Kuche,CN,38.4953,102.1739,45.07,overcast clouds,36,100,3.56
74,Vila Velha,BR,-30.1811,-50.2056,60.93,scattered clouds,74,50,7.56
75,Khatanga,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
76,Katobu,ID,4.1363,96.1285,77.49,overcast clouds,85,99,2.64
77,Xingcheng,CN,38.4953,102.1739,45.07,overcast clouds,36,100,3.56
78,Barrow,US,19.7297,-155.09,80.8,light rain,79,90,3.44
79,Kruisfontein,ZA,-33.9258,18.4232,59.41,clear sky,58,0,3.0
80,Piet Retief,ZA,-33.9258,18.4232,59.41,clear sky,58,0,3.0
81,Vardo,NO,70.3705,31.1107,35.92,overcast clouds,61,99,26.96
82,Severo-Kurilsk,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
83,Sibu,MY,2.3,111.8167,77.31,scattered clouds,100,40,0.0
84,Constitucion,MX,18.7333,-103.6833,89.08,clear sky,66,6,6.04
85,Coralville,US,19.7297,-155.09,80.8,light rain,79,90,3.44
86,Nouadhibou,MR,20.931,-17.0347,73.38,clear sky,68,3,13.8
87,Katsuura,JP,35.7333,140.8333,55.8,light rain,73,100,13.78
88,Aykhal,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
89,Rosarito,MX,18.7333,-103.6833,89.08,clear sky,66,6,6.04
90,Itaituba,BR,-30.1811,-50.2056,60.93,scattered clouds,74,50,7.56
91,Coalcoman,MX,18.7333,-103.6833,89.08,clear sky,66,6,6.04
92,Leiva,CO,1.9339,-77.3025,69.21,light rain,84,61,5.59
93,Port Victoria,KE,0.0939,33.9756,70.3,overcast clouds,78,98,4.7
94,Cherskiy,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
95,Hobyo,SO,5.3505,48.5268,78.71,scattered clouds,84,32,16.46
96,Kodiak,US,19.7297,-155.09,80.8,light rain,79,90,3.44
97,Hami,CN,38.4953,102.1739,45.07,overcast clouds,36,100,3.56
98,Kemise,ET,10.7167,39.8667,64.54,few clouds,46,14,6.51
99,Port Elizabeth,ZA,-33.9258,18.4232,59.41,clear sky,58,0,3.0
100,Cayenne,GF,4.9333,-52.3333,82.09,overcast clouds,83,90,1.01
101,Lavrentiya,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
102,Kaitangata,NZ,-35.6167,174.5,70.16,few clouds,65,14,1.48
103,Bergen,NO,60.392,5.328,47.64,moderate rain,91,75,4.61
104,Butaritari,KI,3.0707,172.7902,81.77,few clouds,69,17,7.18
105,Arraial Do Cabo,BR,-30.1811,-50.2056,60.93,scattered clouds,74,50,7.56
106,Quang Ngai,VN,15.1167,108.8,75.56,overcast clouds,93,100,5.12
107,Gobabis,NA,-22.45,18.9667,61.59,scattered clouds,11,40,14.12
108,Belushya Guba,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
109,Edd,ER,13.9297,41.6925,86.67,clear sky,65,9,1.03
110,Searcy,US,19.7297,-155.09,80.8,light rain,79,90,3.44
111,Carolina,BR,-30.1811,-50.2056,60.93,scattered clouds,74,50,7.56
112,Yanan,CN,38.4953,102.1739,45.07,overcast clouds,36,100,3.56
113,Khovu-Aksy,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
114,Lata,PT,40.1629,-8.3327,64.81,overcast clouds,82,98,2.59
115,Berbera,SO,5.3505,48.5268,78.71,scattered clouds,84,32,16.46
116,Dudinka,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
117,San Patricio,MX,18.7333,-103.6833,89.08,clear sky,66,6,6.04
118,Eureka,US,19.7297,-155.09,80.8,light rain,79,90,3.44
119,Vetlanda,SE,57.4289,15.0776,36.54,overcast clouds,65,100,3.31
120,Hithadhoo,MV,-0.6,73.0833,81.57,overcast clouds,73,92,8.16
121,Bundaberg,US,45.5234,-122.6762,60.89,broken clouds,64,75,1.99
122,Tongren,CN,38.4953,102.1739,45.07,overcast clouds,36,100,3.56
123,Tasiilaq,GL,77.484,-69.3632,26.56,overcast clouds,66,100,12.84
124,Pisco,PE,-5.0892,-81.1144,70.36,broken clouds,80,74,17.43
125,Diebougou,BF,10.9667,-3.25,81.55,light rain,56,96,3.76
126,Fria,GN,10.4167,-13.5833,69.22,light rain,96,71,3.0
127,Fuyu,CN,38.4953,102.1739,45.07,overcast clouds,36,100,3.56
128,Bengkulu,ID,4.1363,96.1285,77.49,overcast clouds,85,99,2.64
129,Dunedin,NZ,-35.6167,174.5,70.16,few clouds,65,14,1.48
130,Tumannyy,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
131,Umiray,PH,15.2206,121.4111,79.72,broken clouds,87,51,9.51
132,Lagoa,PT,39.05,-27.9833,68.2,clear sky,72,2,22.41
133,Corinth,US,19.7297,-155.09,80.8,light rain,79,90,3.44
134,General Roca,AR,-54.8,-68.3,46.06,scattered clouds,61,40,27.63
135,Japura,BR,-30.1811,-50.2056,60.93,scattered clouds,74,50,7.56
136,Coquimbo,CL,-53.15,-70.9167,50.11,scattered clouds,53,40,29.93
137,Palabuhanratu,ID,4.1363,96.1285,77.49,overcast clouds,85,99,2.64
138,Labuhan,ID,4.1363,96.1285,77.49,overcast clouds,85,99,2.64
139,Stornoway,GB,58.2093,-6.3865,57.16,overcast clouds,94,90,20.71
140,Sao Filipe,CV,14.8961,-24.4956,80.08,clear sky,72,2,10.07
141,San Quintin,MX,18.7333,-103.6833,89.08,clear sky,66,6,6.04
142,Hof,NO,70.3705,31.1107,35.92,overcast clouds,61,99,26.96
143,Kenai,US,19.7297,-155.09,80.8,light rain,79,90,3.44
144,Lensk,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
145,Georgetown,US,42.097,-79.2353,53.71,few clouds,62,20,1.99
146,Lorengau,PG,-2.0226,147.2712,84.72,scattered clouds,70,41,10.65
147,Sorland,NO,70.3705,31.1107,35.92,overcast clouds,61,99,26.96
148,Berlevag,NO,70.3705,31.1107,35.92,overcast clouds,61,99,26.96
149,Elko,US,19.7297,-155.09,80.8,light rain,79,90,3.44
150,Nizhneyansk,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
151,Garmsar,IR,33.5959,56.9244,70.74,clear sky,16,0,0.83
152,Ilo,PE,-5.0892,-81.1144,70.36,broken clouds,80,74,17.43
153,Richards Bay,ZA,-33.9258,18.4232,59.41,clear sky,58,0,3.0
154,Kiama,US,45.5234,-122.6762,60.89,broken clouds,64,75,1.99
155,Aklavik,CA,51.226,-58.6502,43.43,overcast clouds,95,100,25.66
156,Hamilton,US,37.1041,-113.5841,64.87,broken clouds,41,75,4.0
157,Najran,SA,17.4924,44.1277,70.45,clear sky,22,3,2.46
158,Mount Gambier,US,45.5234,-122.6762,60.89,broken clouds,64,75,1.99
159,Hualmay,PE,-5.0892,-81.1144,70.36,broken clouds,80,74,17.43
160,Pangnirtung,CA,51.226,-58.6502,43.43,overcast clouds,95,100,25.66
161,Riyadh,SA,17.4924,44.1277,70.45,clear sky,22,3,2.46
162,Roald,NO,70.3705,31.1107,35.92,overcast clouds,61,99,26.96
163,Sulphur Springs,US,19.7297,-155.09,80.8,light rain,79,90,3.44
164,Saskylakh,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
165,Chokurdakh,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
166,Amderma,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
167,Grand Gaube,MU,-20.5167,57.5167,74.35,broken clouds,78,75,14.97
168,Inuvik,CA,51.226,-58.6502,43.43,overcast clouds,95,100,25.66
169,Anadyr,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
170,Juegang,CN,38.4953,102.1739,45.07,overcast clouds,36,100,3.56
171,Thompson,CA,51.226,-58.6502,43.43,overcast clouds,95,100,25.66
172,Bani Walid,LY,31.7566,13.9942,69.1,overcast clouds,61,100,14.72
173,Attawapiskat,CA,51.226,-58.6502,43.43,overcast clouds,95,100,25.66
174,Kampong Thum,KH,12.7111,104.8887,74.26,broken clouds,96,52,3.42
175,Nyagan,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
176,Kaka,TM,37.3482,59.6143,61.95,clear sky,12,5,6.46
177,Huicungo,PE,-5.0892,-81.1144,70.36,broken clouds,80,74,17.43
178,Sinnamary,GF,4.9333,-52.3333,82.09,overcast clouds,83,90,1.01
179,Taoudenni,ML,22.6783,-3.9836,84.6,broken clouds,11,59,11.48
180,Cockburn Town,TC,21.4612,-71.1419,82.04,few clouds,74,21,8.93
181,Gamba,GA,-2.65,10.0,76.05,overcast clouds,84,100,8.19
182,Morgan City,US,19.7297,-155.09,80.8,light rain,79,90,3.44
183,Mys Shmidta,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
184,Itambacuri,BR,-30.1811,-50.2056,60.93,scattered clouds,74,50,7.56
185,Prince Rupert,CA,51.226,-58.6502,43.43,overcast clouds,95,100,25.66
186,Rio Gallegos,AR,-54.8,-68.3,46.06,scattered clouds,61,40,27.63
187,Cartagena,CO,1.9339,-77.3025,69.21,light rain,84,61,5.59
188,Ceyhan,TR,37.0247,35.8175,66.04,broken clouds,80,73,2.21
189,Te Anau,NZ,-35.6167,174.5,70.16,few clouds,65,14,1.48
190,Mehamn,NO,70.3705,31.1107,35.92,overcast clouds,61,99,26.96
191,Mandalgovi,MN,45.7625,106.2708,27.81,clear sky,52,0,7.4
192,Katete,UG,-0.7818,29.7544,63.07,light rain,99,100,2.48
193,Kahului,US,19.7297,-155.09,80.8,light rain,79,90,3.44
194,Tuktoyaktuk,CA,51.226,-58.6502,43.43,overcast clouds,95,100,25.66
195,Beitbridge,ZW,-22.2167,30.0,60.53,overcast clouds,80,100,22.32
196,Madimba,TZ,-10.4,40.3333,74.39,scattered clouds,86,45,7.52
197,Saint-Philippe,RE,-21.3585,55.7679,71.19,scattered clouds,78,42,10.92
198,Ati,TD,13.2154,18.3353,88.75,clear sky,21,9,4.41
199,Sorong,ID,4.1363,96.1285,77.49,overcast clouds,85,99,2.64
200,Mogadishu,SO,5.3505,48.5268,78.71,scattered clouds,84,32,16.46
201,Illoqqortoormiut,GL,77.484,-69.3632,26.56,overcast clouds,66,100,12.84
202,Kirakira,PT,40.1629,-8.3327,64.81,overcast clouds,82,98,2.59
203,Richland,US,19.7297,-155.09,80.8,light rain,79,90,3.44
204,Agucadoura,PT,39.05,-27.9833,68.2,clear sky,72,2,22.41
205,Noumea,NC,-22.2763,166.4572,79.0,overcast clouds,99,100,7.74
206,Guerrero Negro,MX,18.7333,-103.6833,89.08,clear sky,66,6,6.04
207,Along,IN,28.1667,94.7667,71.46,overcast clouds,95,100,1.16
208,Bargal,SO,5.3505,48.5268,78.71,scattered clouds,84,32,16.46
209,Cervo,ES,43.6702,-7.4101,64.13,broken clouds,79,76,4.54
210,Lhokseumawe,ID,4.1363,96.1285,77.49,overcast clouds,85,99,2.64
211,Sao Joao Da Barra,BR,-30.1811,-50.2056,60.93,scattered clouds,74,50,7.56
212,Esperance,US,45.5234,-122.6762,60.89,broken clouds,64,75,1.99
213,Parambu,BR,-30.1811,-50.2056,60.93,scattered clouds,74,50,7.56
214,Fort Nelson,CA,51.226,-58.6502,43.43,overcast clouds,95,100,25.66
215,Cognac,FR,45.5,-0.25,62.2,clear sky,72,0,3.44
216,Mar Del Plata,AR,-54.8,-68.3,46.06,scattered clouds,61,40,27.63
217,Pangai,TO,-21.2,-175.2,80.76,scattered clouds,74,40,10.36
218,Mnogovershinnyy,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
219,Port Hardy,CA,51.226,-58.6502,43.43,overcast clouds,95,100,25.66
220,Mountrath,IE,52.9989,-7.4728,58.77,overcast clouds,94,100,4.99
221,Komsomolskiy,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
222,Dingle,IE,52.9989,-7.4728,58.77,overcast clouds,94,100,4.99
223,Moindou,NC,-22.2763,166.4572,79.0,overcast clouds,99,100,7.74
224,Solnechnyy,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
225,Martapura,ID,4.1363,96.1285,77.49,overcast clouds,85,99,2.64
226,Tabou,CI,4.423,-7.3528,77.23,light rain,88,82,7.0
227,Takikawa,JP,35.7333,140.8333,55.8,light rain,73,100,13.78
228,San Cristobal,EC,-0.7393,-90.3518,80.56,broken clouds,80,74,10.87
229,Mahebourg,MU,-20.5167,57.5167,74.35,broken clouds,78,75,14.97
230,Svetlogorsk,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
231,Konin,PL,52.2234,18.2512,49.05,light rain,80,100,5.46
232,Iquique,CL,-53.15,-70.9167,50.11,scattered clouds,53,40,29.93
233,Olean,US,19.7297,-155.09,80.8,light rain,79,90,3.44
234,Luebo,CD,-5.35,21.4167,70.21,moderate rain,99,100,1.03
235,Puerto Escondido,MX,18.7333,-103.6833,89.08,clear sky,66,6,6.04
236,Westport,IE,52.9989,-7.4728,58.77,overcast clouds,94,100,4.99
237,Bend,US,19.7297,-155.09,80.8,light rain,79,90,3.44
238,Ponot,PH,15.2206,121.4111,79.72,broken clouds,87,51,9.51
239,Salalah,OM,17.0151,54.0924,77.09,few clouds,78,20,3.44
240,Vao,NC,-22.2763,166.4572,79.0,overcast clouds,99,100,7.74
241,Parrita,CR,9.5201,-84.3225,83.98,light rain,80,59,5.88
242,Sioux Lookout,CA,51.226,-58.6502,43.43,overcast clouds,95,100,25.66
243,Talnakh,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
244,Broken Hill,US,45.5234,-122.6762,60.89,broken clouds,64,75,1.99
245,Miri,MY,2.3,111.8167,77.31,scattered clouds,100,40,0.0
246,Shimoda,JP,35.7333,140.8333,55.8,light rain,73,100,13.78
247,Turukhansk,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
248,Shingu,JP,35.7333,140.8333,55.8,light rain,73,100,13.78
249,Dobson,NZ,-35.6167,174.5,70.16,few clouds,65,14,1.48
250,Sungaipenuh,ID,4.1363,96.1285,77.49,overcast clouds,85,99,2.64
251,Bertoua,CM,4.5833,13.6833,66.65,broken clouds,93,78,2.93
252,Cap Malheureux,MU,-20.5167,57.5167,74.35,broken clouds,78,75,14.97
253,Voskresenskoye,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
254,Hirara,JP,35.7333,140.8333,55.8,light rain,73,100,13.78
255,Lobez,PL,52.2234,18.2512,49.05,light rain,80,100,5.46
256,Yulara,US,45.5234,-122.6762,60.89,broken clouds,64,75,1.99
257,Mayo,CA,51.226,-58.6502,43.43,overcast clouds,95,100,25.66
258,Mackay,US,45.5234,-122.6762,60.89,broken clouds,64,75,1.99
259,Ribeira Grande,PT,39.05,-27.9833,68.2,clear sky,72,2,22.41
260,Dikson,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
261,Amapa,BR,-30.1811,-50.2056,60.93,scattered clouds,74,50,7.56
262,Glace Bay,CA,51.226,-58.6502,43.43,overcast clouds,95,100,25.66
263,Praia Da Vitoria,PT,39.05,-27.9833,68.2,clear sky,72,2,22.41
264,Ust-Tsilma,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
265,Qingdao,CN,38.4953,102.1739,45.07,overcast clouds,36,100,3.56
266,Marathon,US,19.7297,-155.09,80.8,light rain,79,90,3.44
267,Bambous Virieux,MU,-20.5167,57.5167,74.35,broken clouds,78,75,14.97
268,Laguna,BR,-30.1811,-50.2056,60.93,scattered clouds,74,50,7.56
269,Sentyabrskiy,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
270,Manyana,BW,-23.4,21.7167,61.05,broken clouds,9,53,13.13
271,Flagstaff,US,19.7297,-155.09,80.8,light rain,79,90,3.44
272,Vanavara,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
273,Celestun,MX,18.7333,-103.6833,89.08,clear sky,66,6,6.04
274,Ust-Kulom,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
275,Rome,US,19.7297,-155.09,80.8,light rain,79,90,3.44
276,Los Llanos De Aridane,ES,43.6702,-7.4101,64.13,broken clouds,79,76,4.54
277,Fairbanks,US,19.7297,-155.09,80.8,light rain,79,90,3.44
278,Christchurch,NZ,-35.6167,174.5,70.16,few clouds,65,14,1.48
279,Verkhnyaya Inta,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
280,Kharp,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
281,Penzance,GB,58.2093,-6.3865,57.16,overcast clouds,94,90,20.71
282,Haines Junction,CA,51.226,-58.6502,43.43,overcast clouds,95,100,25.66
283,Marsa Matruh,EG,31.3525,27.2453,70.84,scattered clouds,66,26,8.46
284,Ekibastuz,KZ,51.6667,75.3667,44.64,few clouds,67,23,4.7
285,Merauke,ID,4.1363,96.1285,77.49,overcast clouds,85,99,2.64
286,Saiha,IN,28.1667,94.7667,71.46,overcast clouds,95,100,1.16
287,Wanning,CN,38.4953,102.1739,45.07,overcast clouds,36,100,3.56
288,Necochea,AR,-54.8,-68.3,46.06,scattered clouds,61,40,27.63
289,Idstein,NO,60.392,5.328,47.64,moderate rain,91,75,4.61
290,Sitka,US,19.7297,-155.09,80.8,light rain,79,90,3.44
291,Umzimvubu,ZA,-33.9258,18.4232,59.41,clear sky,58,0,3.0
292,Kilindoni,TZ,-10.4,40.3333,74.39,scattered clouds,86,45,7.52
293,Bereznik,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
294,Wajir,KE,0.0939,33.9756,70.3,overcast clouds,78,98,4.7
295,Mahibadhoo,MV,-0.6,73.0833,81.57,overcast clouds,73,92,8.16
296,Bethel,US,19.7297,-155.09,80.8,light rain,79,90,3.44
297,Impfondo,CG,1.6381,18.0667,71.73,light rain,90,100,0.92
298,Geraldton,CA,51.226,-58.6502,43.43,overcast clouds,95,100,25.66
299,Gandu,BR,-30.1811,-50.2056,60.93,scattered clouds,74,50,7.56
300,Nexo,DK,55.0607,15.1306,48.29,light rain,78,100,16.49
301,Adrar,MR,20.5022,-10.0711,83.77,overcast clouds,13,99,10.25
302,Ayagoz,KZ,51.6667,75.3667,44.64,few clouds,67,23,4.7
303,Clyde River,CA,51.226,-58.6502,43.43,overcast clouds,95,100,25.66
304,Narsaq,GL,77.484,-69.3632,26.56,overcast clouds,66,100,12.84
305,Thinadhoo,MV,-0.6,73.0833,81.57,overcast clouds,73,92,8.16
306,Kabare,CD,-5.35,21.4167,70.21,moderate rain,99,100,1.03
307,Nelson Bay,US,45.5234,-122.6762,60.89,broken clouds,64,75,1.99
308,Tamworth,US,45.5234,-122.6762,60.89,broken clouds,64,75,1.99
309,Kumluca,TR,37.0247,35.8175,66.04,broken clouds,80,73,2.21
310,Barcelos,BR,-30.1811,-50.2056,60.93,scattered clouds,74,50,7.56
311,Coihaique,CL,-53.15,-70.9167,50.11,scattered clouds,53,40,29.93
312,Yuanping,CN,38.4953,102.1739,45.07,overcast clouds,36,100,3.56
313,Samarai,PG,-2.0226,147.2712,84.72,scattered clouds,70,41,10.65
314,Virar,IN,28.1667,94.7667,71.46,overcast clouds,95,100,1.16
315,Half Moon Bay,US,19.7297,-155.09,80.8,light rain,79,90,3.44
316,Golden,CA,51.226,-58.6502,43.43,overcast clouds,95,100,25.66
317,Pancas,BR,-30.1811,-50.2056,60.93,scattered clouds,74,50,7.56
318,Sinjar,IQ,36.3209,41.8754,67.51,few clouds,46,16,8.88
319,Luxor,EG,31.3525,27.2453,70.84,scattered clouds,66,26,8.46
320,Kitob,UZ,39.0843,66.8332,50.58,clear sky,24,0,2.68
321,Lishui,CN,38.4953,102.1739,45.07,overcast clouds,36,100,3.56
322,Simpang,ID,4.1363,96.1285,77.49,overcast clouds,85,99,2.64
323,Sobolevo,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
324,Havoysund,NO,70.3705,31.1107,35.92,overcast clouds,61,99,26.96
325,Termini Imerese,IT,37.9837,13.6956,64.98,few clouds,80,18,1.97
326,Yerbogachen,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
327,Rocha,UY,-33.6971,-53.4616,55.98,scattered clouds,88,27,7.38
328,Zapolyarnyy,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
329,Rolim De Moura,BR,-30.1811,-50.2056,60.93,scattered clouds,74,50,7.56
330,Touros,BR,-30.1811,-50.2056,60.93,scattered clouds,74,50,7.56
331,Butembo,CD,-5.35,21.4167,70.21,moderate rain,99,100,1.03
332,Trairi,BR,-30.1811,-50.2056,60.93,scattered clouds,74,50,7.56
333,Torbay,CA,51.226,-58.6502,43.43,overcast clouds,95,100,25.66
334,Caohe,CN,38.4953,102.1739,45.07,overcast clouds,36,100,3.56
335,Robinson,US,19.7297,-155.09,80.8,light rain,79,90,3.44
336,Upata,VE,8.0086,-62.3989,77.76,overcast clouds,73,97,0.56
337,Nyandoma,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
338,Natal,BR,-30.1811,-50.2056,60.93,scattered clouds,74,50,7.56
339,Cabo San Lucas,MX,18.7333,-103.6833,89.08,clear sky,66,6,6.04
340,Luderitz,NA,-22.45,18.9667,61.59,scattered clouds,11,40,14.12
341,Ancud,CL,-53.15,-70.9167,50.11,scattered clouds,53,40,29.93
342,Faanui,PF,-23.1203,-134.9692,75.47,few clouds,72,22,20.8
343,Goundi,TD,13.2154,18.3353,88.75,clear sky,21,9,4.41
344,Juneau,US,19.7297,-155.09,80.8,light rain,79,90,3.44
345,Comodoro Rivadavia,AR,-54.8,-68.3,46.06,scattered clouds,61,40,27.63
346,Bushehr,IR,33.5959,56.9244,70.74,clear sky,16,0,0.83
347,Ledyard,US,19.7297,-155.09,80.8,light rain,79,90,3.44
348,Kozhva,RU,69.3833,178.4167,8.29,overcast clouds,88,100,4.16
349,Orcotuna,PE,-5.0892,-81.1144,70.36,broken clouds,80,74,17.43
