City_ID,City,Country,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed
51,Sokoto,NG,7.1065,6.7342,76.06,few clouds,88,17,1.54
52,Waw,SS,8.5332,28.1004,79.23,few clouds,61,18,3.78
53,Soyo,AO,-6.1349,12.3689,76.86,light rain,84,91,9.31
54,Olinda,BR,-6.9811,-34.8339,79.47,overcast clouds,76,97,9.1
55,Sikasso,ML,18.4411,1.4078,92.39,broken clouds,19,76,0.76
56,Abonnema,NG,7.1065,6.7342,76.06,few clouds,88,17,1.54
57,Zemio,CF,5.0314,25.1361,69.57,moderate rain,96,57,3.89
58,Kousseri,CM,12.0769,15.0306,82.36,scattered clouds,65,29,2.3
59,Jamestown,MY,5.4112,100.3354,77.9,mist,94,20,4.61
60,Kasongo-Lunda,CD,-2.95,25.95,69.57,light rain,100,100,1.41
61,Gao,ML,18.4411,1.4078,92.39,broken clouds,19,76,0.76
62,Rafai,CF,5.0314,25.1361,69.57,moderate rain,96,57,3.89
63,Bocaranga,CF,5.0314,25.1361,69.57,moderate rain,96,57,3.89
64,Ler,SS,8.5332,28.1004,79.23,few clouds,61,18,3.78
65,Santa Maria,CV,14.8961,-24.4956,78.1,scattered clouds,71,46,11.54
66,Ponta Do Sol,CV,14.8961,-24.4956,78.1,scattered clouds,71,46,11.54
67,Buta,CD,-2.95,25.95,69.57,light rain,100,100,1.41
68,Sokolo,ML,18.4411,1.4078,92.39,broken clouds,19,76,0.76
69,Kyabe,SA,18.3851,42.4509,55.92,few clouds,55,14,2.77
70,Kutum,SS,8.5332,28.1004,79.23,few clouds,61,18,3.78
71,Malumfashi,NG,7.1065,6.7342,76.06,few clouds,88,17,1.54
72,Kikwit,CD,-2.95,25.95,69.57,light rain,100,100,1.41
73,Maridi,SS,8.5332,28.1004,79.23,few clouds,61,18,3.78
74,Abalak,NE,14.3188,2.0866,88.3,broken clouds,39,76,4.38
75,Anisoc,GQ,1.8658,10.7689,70.09,broken clouds,100,67,1.99
76,Cibitoke,BI,-2.8833,29.25,63.73,overcast clouds,79,96,5.06
77,Kabare,CD,-2.95,25.95,69.57,light rain,100,100,1.41
78,Umm Kaddadah,SS,8.5332,28.1004,79.23,few clouds,61,18,3.78
79,Araouane,ML,18.4411,1.4078,92.39,broken clouds,19,76,0.76
80,Foumban,CM,12.0769,15.0306,82.36,scattered clouds,65,29,2.3
81,Jalingo,NG,7.1065,6.7342,76.06,few clouds,88,17,1.54
82,Axim,GH,4.8699,-2.2405,77.63,scattered clouds,86,45,5.35
83,Bogo,CM,12.0769,15.0306,82.36,scattered clouds,65,29,2.3
84,Moba,CD,-2.95,25.95,69.57,light rain,100,100,1.41
85,Serabu,SL,7.5264,-12.505,77.94,moderate rain,87,100,5.91
86,Oussouye,SN,12.485,-16.5469,82.49,overcast clouds,83,100,4.7
87,Gemena,CD,-2.95,25.95,69.57,light rain,100,100,1.41
88,Damaturu,NG,7.1065,6.7342,76.06,few clouds,88,17,1.54
89,Yaounde,CM,12.0769,15.0306,82.36,scattered clouds,65,29,2.3
90,Nola,CF,5.0314,25.1361,69.57,moderate rain,96,57,3.89
91,Ayame,CI,4.423,-7.3528,77.31,overcast clouds,85,91,7.18
92,Hadejia,NG,7.1065,6.7342,76.06,few clouds,88,17,1.54
93,Ferkessedougou,CI,4.423,-7.3528,77.31,overcast clouds,85,91,7.18
94,Grimari,CF,5.0314,25.1361,69.57,moderate rain,96,57,3.89
95,Catio,GW,11.2833,-15.8333,82.69,overcast clouds,74,100,9.33
96,Linguere,SN,12.485,-16.5469,82.49,overcast clouds,83,100,4.7
97,Lubao,CD,-2.95,25.95,69.57,light rain,100,100,1.41
98,Marawi,SS,8.5332,28.1004,79.23,few clouds,61,18,3.78
99,Sibiti,CG,-0.8725,14.8206,73.24,broken clouds,92,59,3.42
100,Kisangani,CD,-2.95,25.95,69.57,light rain,100,100,1.41
101,Dakar,SN,12.485,-16.5469,82.49,overcast clouds,83,100,4.7
102,Lokoja,NG,7.1065,6.7342,76.06,few clouds,88,17,1.54
103,Kamina,CD,-2.95,25.95,69.57,light rain,100,100,1.41
104,Manono,CD,-2.95,25.95,69.57,light rain,100,100,1.41
105,Gbarnga,LR,6.7533,-11.3686,79.09,moderate rain,84,100,6.64
106,Impfondo,CG,-0.8725,14.8206,73.24,broken clouds,92,59,3.42
107,Nguru,NG,7.1065,6.7342,76.06,few clouds,88,17,1.54
108,Binga,CD,-2.95,25.95,69.57,light rain,100,100,1.41
109,Takoradi,GH,4.8699,-2.2405,77.63,scattered clouds,86,45,5.35
110,Kpandu,GH,4.8699,-2.2405,77.63,scattered clouds,86,45,5.35
111,Matameye,NE,14.3188,2.0866,88.3,broken clouds,39,76,4.38
112,Kaputa,ZM,-8.4689,29.6619,74.62,overcast clouds,65,100,5.35
113,Libreville,GA,-1.5843,14.2591,73.36,broken clouds,87,74,2.91
114,Biltine,SA,18.3851,42.4509,55.92,few clouds,55,14,2.77
115,Djougou,BJ,9.7085,1.666,75.02,broken clouds,78,69,3.42
116,Niamey,NE,14.3188,2.0866,88.3,broken clouds,39,76,4.38
117,Tshikapa,CD,-2.95,25.95,69.57,light rain,100,100,1.41
118,Luba,GQ,1.8658,10.7689,70.09,broken clouds,100,67,1.99
119,Obo,CF,5.0314,25.1361,69.57,moderate rain,96,57,3.89
120,Teshie,GH,4.8699,-2.2405,77.63,scattered clouds,86,45,5.35
121,Tingrela,CI,4.423,-7.3528,77.31,overcast clouds,85,91,7.18
122,Mattru,SL,7.5264,-12.505,77.94,moderate rain,87,100,5.91
123,Kalemie,CD,-2.95,25.95,69.57,light rain,100,100,1.41
124,Akom,CM,12.0769,15.0306,82.36,scattered clouds,65,29,2.3
125,Tubmanburg,LR,6.7533,-11.3686,79.09,moderate rain,84,100,6.64
126,Oum Hadjer,SA,18.3851,42.4509,55.92,few clouds,55,14,2.77
127,Banyo,CM,12.0769,15.0306,82.36,scattered clouds,65,29,2.3
128,Porto Novo,CV,14.8961,-24.4956,78.1,scattered clouds,71,46,11.54
129,Tahoua,NE,14.3188,2.0866,88.3,broken clouds,39,76,4.38
130,Anloga,GH,4.8699,-2.2405,77.63,scattered clouds,86,45,5.35
131,Seguela,CI,4.423,-7.3528,77.31,overcast clouds,85,91,7.18
132,Mossendjo,CG,-0.8725,14.8206,73.24,broken clouds,92,59,3.42
133,Uvinza,TZ,-5.1036,30.3911,72.93,overcast clouds,68,99,1.45
134,Basoko,CD,-2.95,25.95,69.57,light rain,100,100,1.41
135,Riaba,GQ,1.8658,10.7689,70.09,broken clouds,100,67,1.99
136,Dalaba,GN,9.538,-13.6773,73.36,light rain,76,97,6.67
137,Agadez,NE,14.3188,2.0866,88.3,broken clouds,39,76,4.38
138,Luanda,AO,-6.1349,12.3689,76.86,light rain,84,91,9.31
139,Carnot,CF,5.0314,25.1361,69.57,moderate rain,96,57,3.89
140,Cape Coast,GH,4.8699,-2.2405,77.63,scattered clouds,86,45,5.35
141,Tessalit,ML,18.4411,1.4078,92.39,broken clouds,19,76,0.76
